text,page,path,bounds,font_size
1.2151,11,//Document/Table[10]/TR[4]/TD[3]/P,"[456.4794006347656, 437.9414978027344, 481.1438293457031, 445.32550048828125]",8.0
-88.18%,11,//Document/Table[10]/TR[4]/TD[5]/P,"[559.4394073486328, 427.7254943847656, 589.5678253173828, 454.6054992675781]",8.0
Ordinary Stocks II PRC: 3.91,11,//Document/Table[10]/TR[5]/TD/P,"[121.19999694824219, 429.0, 224.95199584960938, 436.6239929199219]",8.0
30.05.2025,11,//Document/Table[10]/TR[5]/TD[3]/P,"[441.5993957519531, 429.30149841308594, 481.3055725097656, 436.6855010986328]",8.0
7.15%,11,//Document/Table[10]/TR[5]/TD[5]/P,"[566.1593933105469, 419.0854949951172, 589.5372009277344, 445.9654998779297]",8.0
25'458,11,//Document/Table[10]/TR[5]/TD[6]/P,"[664.5594024658203, 429.3574981689453, 689.0396270751953, 436.7415008544922]",8.0
Total Equities,11,//Document/Table[10]/TR[6]/TD/P,"[35.762298583984375, 396.9440002441406, 87.59124755859375, 423.8240051269531]",8.0
thereof Equities (without options),11,//Document/Table[10]/TR[6]/TD/P[2],"[36.24000549316406, 395.3999938964844, 147.92587280273438, 402.86399841308594]",8.0
USD 25'458,11,//Document/Table[10]/TR[6]/TD[6]/P,"[601.1994018554688, 396.87750244140625, 689.2111206054688, 423.7655029296875]",8.0
0.13%,11,//Document/Table[10]/TR[6]/TD[7]/P,"[707.2794036865234, 396.8294982910156, 730.5224456787109, 423.7095031738281]",8.0
USO 25'458,11,//Document/Table[10]/TR[7]/TD[4]/P,"[601.6793975830078, 385.7174987792969, 689.3673858642578, 412.5975036621094]",8.0
0.13%,11,//Document/Table[10]/TR[7]/TD[5]/P,"[707.2799987792969, 396.8403015136719, 730.2749633789062, 402.8403015136719]",7.5
Currency,12,//Document/Table[11]/TR/TH/P,"[36.0, 490.59629821777344, 66.09210205078125, 497.154296875]",6.0
Nominal/,12,//Document/Table[11]/TR/TH[2]/P,"[88.32000732421875, 490.59629821777344, 117.482666015625, 497.154296875]",6.0
Quantity,12,//Document/Table[11]/TR/TH[2]/P[2],"[89.52000427246094, 482.99400329589844, 117.79872131347656, 489.552001953125]",6.0
Average,12,//Document/Table[11]/TR/TH[3]/P,"[332.1600036621094, 482.9340057373047, 359.12310791015625, 489.49200439453125]",6.0
Description,12,//Document/Table[11]/TR/TH[3]/P[2],"[121.20599365234375, 490.59629821777344, 159.3653564453125, 497.154296875]",6.0
Average Acquisition price,12,//Document/Table[11]/TR/TH[4]/P,"[341.0399932861328, 490.6683044433594, 422.4034118652344, 497.22630310058594]",6.0
Acquisition FX Rate,12,//Document/Table[11]/TR/TH[4]/P[2],"[359.0399932861328, 482.9340057373047, 421.9707946777344, 489.49200439453125]",6.0
Actual Price,12,//Document/Table[11]/TR/TH[5]/P,"[441.6000061035156, 490.6683044433594, 481.179443359375, 497.22630310058594]",6.0
Actual Ex. Rate,12,//Document/Table[11]/TR/TH[5]/P[2],"[431.75999450683594, 482.9340057373047, 481.1731719970703, 489.49200439453125]",6.0
Price Date,12,//Document/Table[11]/TR/TH[5]/P[3],"[447.6000061035156, 475.5231018066406, 481.3950958251953, 482.0811004638672]",6.0
Perf YTD,12,//Document/Table[11]/TR/TH[6]/P,"[501.6000061035156, 490.6683044433594, 530.5357818603516, 497.22630310058594]",6.0
Perf Total,12,//Document/Table[11]/TR/TH[7]/P,"[558.2400054931641, 490.6562957763672, 588.8821411132812, 497.21429443359375]",6.0
Perf Market,12,//Document/Table[11]/TR/TH[7]/P[2],"[552.2400054931641, 482.99400329589844, 589.4073333740234, 489.552001953125]",6.0
Perf Currency,12,//Document/Table[11]/TR/TH[7]/P[3],"[544.8000030517578, 475.43310546875, 589.9133758544922, 481.99110412597656]",6.0
Valuation in price currency,12,//Document/Table[11]/TR/TH[8]/P,"[604.0800018310547, 490.6562957763672, 689.2117309570312, 497.21429443359375]",6.0
Thereof accruals,12,//Document/Table[11]/TR/TH[8]/P[2],"[635.0399932861328, 482.9340057373047, 688.7937469482422, 489.49200439453125]",6.0
Countervalue USD,12,//Document/Table[11]/TR/TH[8]/P[3],"[630.2400054931641, 475.31309509277344, 689.0735778808594, 481.87109375]",6.0
in %,12,//Document/Table[11]/TR/TH[9]/P,"[714.9600067138672, 490.6479034423828, 729.3000030517578, 497.26829528808594]",6.0
of assets,12,//Document/Table[11]/TR/TH[9]/P[2],"[700.3200073242188, 482.9340057373047, 729.8139038085938, 489.49200439453125]",6.0
Structured products (Bonds),12,//Document/Table[11]/TR[2]/TD/P,"[36.0, 448.3760070800781, 141.249755859375, 475.25599670410156]",8.0
USD,12,//Document/Table[11]/TR[3]/TD/P,"[36.24000549316406, 446.36000061035156, 53.99513244628906, 453.6479949951172]",8.0
200'000,12,//Document/Table[11]/TR[3]/TD[2]/P,"[88.80000305175781, 446.2480010986328, 117.19380187988281, 453.53599548339844]",8.0
"BCO SAFRA CAYMAN 5% STRUCT.NOTE 2022-21.06.27 3,4%",12,//Document/Table[11]/TR[3]/TD[3]/P,"[121.44000244140625, 436.3840026855469, 340.5798645019531, 463.2640075683594]",8.0
CITD 26,12,//Document/Table[11]/TR[3]/TD[3]/P[2],"[121.44000244140625, 427.8560028076172, 151.631103515625, 454.7359924316406]",8.0
ISIN: XS2519369867 II Valorn.: 121050656,12,//Document/Table[11]/TR[3]/TD[3]/P[3],"[121.39199829101562, 428.47999572753906, 272.8081817626953, 435.76800537109375]",8.0
Other convertible bonds II Maturity: 21.06.2027,12,//Document/Table[11]/TR[3]/TD[3]/P[4],"[121.44000244140625, 419.8399963378906, 285.1714782714844, 427.1280059814453]",8.0
Days: 69 II PRC: 5.00,12,//Document/Table[11]/TR[3]/TD[3]/P[5],"[121.44000244140625, 411.1439971923828, 201.09210205078125, 418.4320068359375]",8.0
100.7288,12,//Document/Table[11]/TR[3]/TD[4]/P,"[389.52000427246094, 446.34080505371094, 422.96189880371094, 453.62879943847656]",8.0
97.9853,12,//Document/Table[11]/TR[3]/TD[5]/P,"[451.7525939941406, 446.26759338378906, 481.6423645019531, 453.55560302734375]",8.0
-2.01%,12,//Document/Table[11]/TR[3]/TD[6]/P,"[504.9606018066406, 436.26759338378906, 531.1969299316406, 463.14759826660156]",8.0
-2.72%,12,//Document/Table[11]/TR[3]/TD[7]/P,"[563.7606048583984, 436.2595977783203, 589.7288665771484, 463.1396026611328]",8.0
197'888,12,//Document/Table[11]/TR[3]/TD[8]/P,"[660.9606018066406, 446.34759521484375, 689.6230773925781, 453.63560485839844]",8.0
1.02%,12,//Document/Table[11]/TR[3]/TD[9]/P,"[707.5205993652344, 446.37159729003906, 730.1718444824219, 453.65960693359375]",8.0
1'917,12,//Document/Table[11]/TR[4]/TD[2]/P,"[669.360595703125, 437.9075927734375, 689.641845703125, 445.1956024169922]",8.0
28.02.2025,12,//Document/Table[11]/TR[5]/TD/P,"[441.4006042480469, 429.2915954589844, 481.3975524902344, 436.57960510253906]",8.0
USD,12,//Document/Table[11]/TR[8]/TD/P,"[36.24000549316406, 398.54400634765625, 53.99513244628906, 405.8320007324219]",8.0
500'000,12,//Document/Table[11]/TR[8]/TD[2]/P,"[89.03999328613281, 398.47999572753906, 117.56318664550781, 405.76800537109375]",8.0
BNP PARIBAS I55 STRUCT.NOTE 21-08.01.29 ON DBDK 29 631,12,//Document/Table[11]/TR[8]/TD[3]/P,"[121.44000244140625, 388.552001953125, 349.6641387939453, 415.4320068359375]",8.0
ISIN: XS2315191069 II Valorn.: 111918998 Structured Bonds II Maturity: 08.01.2029 Days: 52 II PRC: 5.00,12,//Document/Table[11]/TR[8]/TD[3]/P[2],"[121.44000244140625, 372.53599548339844, 271.45591735839844, 397.1280059814453]",8.0
Price to be verified,12,//Document/Table[11]/TR[8]/TD[3]/P[3],"[121.44000244140625, 363.9600067138672, 186.14810180664062, 371.2480010986328]",8.0
100.5241,12,//Document/Table[11]/TR[8]/TD[4]/P,"[389.52000427246094, 398.5727996826172, 422.89634704589844, 405.8607940673828]",8.0
98.5200,12,//Document/Table[11]/TR[8]/TD[5]/P,"[451.92059326171875, 398.49159240722656, 481.43280029296875, 405.77960205078125]",8.0
30.05.2025,12,//Document/Table[11]/TR[8]/TD[5]/P[2],"[441.60060119628906, 381.45159912109375, 481.24281311035156, 388.7395935058594]",8.0
-0.26%,12,//Document/Table[11]/TR[8]/TD[6]/P,"[504.9606018066406, 388.5075988769531, 530.8572082519531, 415.3876037597656]",8.0
-1.99%,12,//Document/Table[11]/TR[8]/TD[7]/P,"[563.7606048583984, 388.57159423828125, 589.6385345458984, 415.45159912109375]",8.0
496'979,12,//Document/Table[11]/TR[8]/TD[8]/P,"[660.2406005859375, 398.5236053466797, 688.9642333984375, 405.8115997314453]",8.0
2.55%,12,//Document/Table[11]/TR[8]/TD[9]/P,"[706.8005981445312, 398.55560302734375, 730.1399536132812, 405.8435974121094]",8.0
4'379,12,//Document/Table[11]/TR[9]/TD/P,"[668.6405944824219, 390.0675964355469, 688.9143981933594, 397.35560607910156]",8.0
USD,12,//Document/Table[11]/TR[12]/TD/P,"[36.24000549316406, 351.7359924316406, 53.99513244628906, 359.0240020751953]",8.0
1'200'000,12,//Document/Table[11]/TR[12]/TD[2]/P,"[83.69599914550781, 351.6719970703125, 117.87983703613281, 358.9600067138672]",8.0
CITIGROUP,12,//Document/Table[11]/TR[12]/TD[3]/P,"[121.44000244140625, 341.6959991455078, 165.31988525390625, 368.5760040283203]",8.0
ISIN: XS2792098779 II Valorn.: 140288136 Structured Bonds II Maturity: 02.12.2034 II PRC: 5.00,12,//Document/Table[11]/TR[12]/TD[3]/P[2],"[121.44000244140625, 334.47999572753906, 311.25587463378906, 350.44000244140625]",8.0
Price to be verified,12,//Document/Table[11]/TR[12]/TD[3]/P[3],"[121.44000244140625, 325.74400329589844, 186.21194458007812, 333.03199768066406]",8.0
100.0000,12,//Document/Table[11]/TR[12]/TD[4]/P,"[389.52000427246094, 351.6768035888672, 422.86558532714844, 358.9647979736328]",8.0
93.7740,12,//Document/Table[11]/TR[12]/TD[5]/P,"[452.04859924316406, 351.6676025390625, 481.17970275878906, 358.9555969238281]",8.0
30.05.2025,12,//Document/Table[11]/TR[12]/TD[5]/P[2],"[441.60060119628906, 334.7395935058594, 481.25074768066406, 342.02760314941406]",8.0
-4.30%,12,//Document/Table[11]/TR[12]/TD[6]/P,"[504.9606018066406, 341.68359375, 530.6764221191406, 368.5635986328125]",8.0
-6.23%,12,//Document/Table[11]/TR[12]/TD[7]/P,"[563.7606048583984, 341.6116027832031, 589.6293792724609, 368.49159240722656]",8.0
1'125'288,12,//Document/Table[11]/TR[12]/TD[8]/P,"[655.2006072998047, 351.7716064453125, 689.6084442138672, 359.0596008300781]",8.0
5.78%,12,//Document/Table[11]/TR[12]/TD[9]/P,"[707.0406036376953, 351.7236022949219, 730.1625518798828, 359.0115966796875]",8.0
USD,12,//Document/Table[11]/TR[14]/TD/P,"[36.24000549316406, 313.3280029296875, 53.99513244628906, 320.6159973144531]",8.0
690'000,12,//Document/Table[11]/TR[14]/TD[2]/P,"[89.03999328613281, 313.2640075683594, 117.55073547363281, 320.552001953125]",8.0
EMERALD BAY NOTES 23-17.09.29 S.2023-05 REG-S VRN WELLS F.,12,//Document/Table[11]/TR[14]/TD[3]/P,"[120.96000671386719, 294.6239929199219, 329.7520446777344, 330.2799987792969]",8.0
ISIN: XS2714429128 II Valorn.: 130738882 Structured Bonds II Maturity: 17.09.2029,12,//Document/Table[11]/TR[14]/TD[3]/P[2],"[121.44000244140625, 286.5679931640625, 272.8324737548828, 302.552001953125]",8.0
Days: 255 II PRC: 5.00,12,//Document/Table[11]/TR[14]/TD[3]/P[3],"[121.44000244140625, 278.0480041503906, 205.24813842773438, 285.33599853515625]",8.0
Price to be verified,12,//Document/Table[11]/TR[14]/TD[3]/P[4],"[121.44000244140625, 269.23199462890625, 186.38592529296875, 276.52000427246094]",8.0
100.4462,12,//Document/Table[11]/TR[14]/TD[4]/P,"[389.52000427246094, 313.372802734375, 422.84349060058594, 320.6607971191406]",8.0
98.9600,12,//Document/Table[11]/TR[14]/TD[5]/P/Sub,"[452.1446075439453, 313.35560607910156, 481.0778350830078, 320.6436004638672]",8.0
26.05.2025,12,//Document/Table[11]/TR[14]/TD[5]/P/Sub[2],"[441.60060119628906, 296.18760681152344, 481.10902404785156, 303.47560119628906]",8.0
-2.07%,12,//Document/Table[11]/TR[14]/TD[6]/P,"[505.1125946044922, 303.25160217285156, 530.8761444091797, 330.13160705566406]",8.0
-1.48%,12,//Document/Table[11]/TR[14]/TD[7]/P,"[563.7606048583984, 303.25160217285156, 589.6418304443359, 330.13160705566406]",8.0
709'427,12,//Document/Table[11]/TR[14]/TD[8]/P,"[660.4806060791016, 313.3955993652344, 689.0805816650391, 320.68359375]",8.0
26'603,12,//Document/Table[11]/TR[14]/TD[8]/P[2],"[664.5605926513672, 304.65159606933594, 689.0834197998047, 311.9396057128906]",8.0
3.65%,12,//Document/Table[11]/TR[14]/TD[9]/P,"[707.0406036376953, 313.35560607910156, 730.1730499267578, 320.6436004638672]",8.0
USD,12,//Document/Table[11]/TR[17]/TD/P,"[36.24000549316406, 256.8719940185547, 53.99513244628906, 264.1600036621094]",8.0
500'000,12,//Document/Table[11]/TR[17]/TD[2]/P,"[88.92799377441406, 256.9360046386719, 117.39027404785156, 264.2239990234375]",8.0
GOLDMAN SACHS GR.STRUCT.NOTE 21-20.12.28 VRN ON NAT,12,//Document/Table[11]/TR[17]/TD[3]/P,"[121.44000244140625, 246.83200073242188, 350.65602111816406, 273.7120056152344]",8.0
34,12,//Document/Table[11]/TR[17]/TD[3]/P[2],"[121.44000244140625, 238.35728454589844, 131.77374267578125, 265.4667053222656]",7.9980316162109375
ISIN: XS2105981117 II Valorn.: 114118068,12,//Document/Table[11]/TR[17]/TD[3]/P[3],"[121.67999267578125, 239.1199951171875, 270.34222412109375, 246.4080047607422]",8.0
Structured Bonds II Maturity: 20.12.2028,12,//Document/Table[11]/TR[17]/TD[3]/P[4],"[121.44000244140625, 230.47999572753906, 263.47406005859375, 237.76800537109375]",8.0
Days: 70 II PRC: 4.00,12,//Document/Table[11]/TR[17]/TD[3]/P[5]/Sub,"[121.44000244140625, 221.83999633789062, 200.73985290527344, 229.1280059814453]",8.0
Price to be verified,12,//Document/Table[11]/TR[17]/TD[3]/P[5]/Sub[2],"[121.44000244140625, 213.1999969482422, 186.08767700195312, 220.48800659179688]",8.0
100.5243,12,//Document/Table[11]/TR[17]/TD[4]/P,"[389.52000427246094, 256.8768005371094, 423.06138610839844, 264.164794921875]",8.0
98.5500,12,//Document/Table[11]/TR[17]/TD[5]/P,"[452.1446075439453, 256.8916015625, 481.0729522705078, 264.1795959472656]",8.0
30.05.2025,12,//Document/Table[11]/TR[17]/TD[5]/P[2],"[441.60060119628906, 239.9716033935547, 481.24281311035156, 247.2595977783203]",8.0
1.66%,12,//Document/Table[11]/TR[17]/TD[6]/P,"[507.8406066894531, 246.78759765625, 530.9718322753906, 273.6676025390625]",8.0
-1.96%,12,//Document/Table[11]/TR[17]/TD[7]/P,"[563.7606048583984, 246.85159301757812, 589.6263275146484, 273.7315979003906]",8.0
498'052,12,//Document/Table[11]/TR[17]/TD[8]/P,"[660.2406005859375, 256.8916015625, 688.7908935546875, 264.1795959472656]",8.0
5'302,12,//Document/Table[11]/TR[17]/TD[8]/P[2],"[669.12060546875, 248.55560302734375, 689.1602783203125, 255.84359741210938]",8.0
2.56%,12,//Document/Table[11]/TR[17]/TD[9]/P,"[706.8005981445312, 256.89959716796875, 730.1430053710938, 264.18760681152344]",8.0
USD,12,//Document/Table[11]/TR[19]/TD/P,"[36.24000549316406, 200.72000122070312, 53.99513244628906, 208.00799560546875]",8.0
1'600'000,12,//Document/Table[11]/TR[19]/TD[2]/P,"[83.52000427246094, 200.78399658203125, 117.84812927246094, 208.07200622558594]",8.0
LUMINIS 5.7% STR NOTE 2024-26.04.33 WFC 24W,12,//Document/Table[11]/TR[19]/TD[3]/P,"[121.44000244140625, 190.67999267578125, 301.9888610839844, 217.55999755859375]",8.0
ISIN: XS2838389430 II Valorn.: 135968317,12,//Document/Table[11]/TR[19]/TD[3]/P[2],"[121.67999267578125, 192.0800018310547, 272.7200469970703, 199.3679962158203]",8.0
Structured Bonds II Maturity: 26.04.2033,12,//Document/Table[11]/TR[19]/TD[3]/P[3],"[121.19999694824219, 183.44000244140625, 263.4552459716797, 190.72799682617188]",8.0
Days: 34 II PRC: 5.00,12,//Document/Table[11]/TR[19]/TD[3]/P[4],"[121.44000244140625, 174.74400329589844, 201.09210205078125, 182.03199768066406]",8.0
Price to be verified,12,//Document/Table[11]/TR[19]/TD[3]/P[5],"[121.44000244140625, 166.10400390625, 186.10733032226562, 173.39199829101562]",8.0
100.1000,12,//Document/Table[11]/TR[19]/TD[4]/P,"[389.52000427246094, 200.716796875, 422.84251403808594, 208.0048065185547]",8.0
95.8900,12,//Document/Table[11]/TR[19]/TD[5]/P,"[451.92059326171875, 200.73159790039062, 481.48846435546875, 208.0196075439453]",8.0
30.05.2025,12,//Document/Table[11]/TR[19]/TD[5]/P[2],"[441.3845977783203, 183.63560485839844, 481.5639190673828, 190.92359924316406]",8.0
-0.88%,12,//Document/Table[11]/TR[19]/TD[6]/P,"[504.9606018066406, 190.6916046142578, 531.1784973144531, 217.57159423828125]",8.0
-4.21%,12,//Document/Table[11]/TR[19]/TD[7]/P,"[563.7606048583984, 190.63560485839844, 589.5369720458984, 217.51559448242188]",8.0
1'542'853,12,//Document/Table[11]/TR[19]/TD[8]/P,"[655.2006072998047, 200.73959350585938, 689.7655487060547, 208.02760314941406]",8.0
8'613,12,//Document/Table[11]/TR[19]/TD[8]/P[2],"[668.9765930175781, 192.09959411621094, 689.3799133300781, 199.38760375976562]",8.0
7.93%,12,//Document/Table[11]/TR[19]/TD[9]/P,"[706.91259765625, 200.73959350585938, 730.302978515625, 208.02760314941406]",8.0
USD,12,//Document/Table[11]/TR[20]/TD/P,"[36.24000549316406, 153.8000030517578, 53.99513244628906, 161.08799743652344]",8.0
500'000,12,//Document/Table[11]/TR[20]/TD[2]/P,"[89.03999328613281, 153.8000030517578, 117.56318664550781, 161.08799743652344]",8.0
"LUMINIS REPACK NOTES 23-25.05.29 VRN ON 4,625% RABOBANK29",12,//Document/Table[11]/TR[20]/TD[3]/P,"[121.44000244140625, 135.41600036621094, 317.6768493652344, 170.6959991455078]",8.0
ISIN: XS2631782468 II Valorn.: 127708275 Structured Bonds II Maturity: 25.05.2029 Days: 3 II PRC: 5.00,12,//Document/Table[11]/TR[20]/TD[3]/P[2],"[121.44000244140625, 118.52000427246094, 272.6637725830078, 143.20799255371094]",8.0
Price to be verified,12,//Document/Table[11]/TR[20]/TD[3]/P[3],"[121.44000244140625, 109.94400024414062, 186.12844848632812, 117.23199462890625]",8.0
98.0181,12,//Document/Table[11]/TR[20]/TD[4]/P,"[393.1199951171875, 153.7967987060547, 422.3843994140625, 161.0847930908203]",8.0
97.5400,12,//Document/Table[11]/TR[20]/TD[5]/P,"[451.92059326171875, 153.87559509277344, 481.43145751953125, 161.16360473632812]",8.0
30.05.2025,12,//Document/Table[11]/TR[20]/TD[5]/P[2],"[441.44859313964844, 136.83560180664062, 481.45201110839844, 144.12359619140625]",8.0
0.33%,12,//Document/Table[11]/TR[20]/TD[6]/P,"[507.360595703125, 143.7716064453125, 530.8070068359375, 170.65159606933594]",8.0
-0.49%,12,//Document/Table[11]/TR[20]/TD[7]/P,"[563.7606048583984, 143.77960205078125, 589.5495452880859, 170.65960693359375]",8.0
487'881,12,//Document/Table[11]/TR[20]/TD[8]/P,"[660.2406005859375, 153.81959533691406, 688.782958984375, 161.10760498046875]",8.0
181,12,//Document/Table[11]/TR[20]/TD[8]/P[2],"[675.12060546875, 145.4595947265625, 689.78955078125, 152.7476043701172]",8.0
2.51%,12,//Document/Table[11]/TR[20]/TD[9]/P,"[706.8885955810547, 153.81959533691406, 730.3030242919922, 161.10760498046875]",8.0
Currency,13,//Document/Table[11]/TR[21]/TH/P,"[35.69999694824219, 490.59629821777344, 66.36000061035156, 497.154296875]",6.0
Nominal/,13,//Document/Table[11]/TR[21]/TH[2]/P,"[88.32000732421875, 490.59629821777344, 117.52468872070312, 497.154296875]",6.0
Quantity,13,//Document/Table[11]/TR[21]/TH[2]/P[2],"[89.33999633789062, 482.99400329589844, 117.83999633789062, 489.552001953125]",6.0
Description,13,//Document/Table[11]/TR[21]/TH[3]/P,"[121.44000244140625, 490.59629821777344, 158.26754760742188, 497.154296875]",6.0
Average Acquisition price,13,//Document/Table[11]/TR[21]/TH[4]/P,"[341.0399932861328, 490.6683044433594, 422.0400390625, 497.22630310058594]",6.0
Average Acquisition FX Rate,13,//Document/Table[11]/TR[21]/TH[4]/P[2],"[332.1600036621094, 482.9340057373047, 422.40003967285156, 489.49200439453125]",6.0
Actual Price,13,//Document/Table[11]/TR[21]/TH[5]/P,"[441.6000061035156, 490.6683044433594, 480.90020751953125, 497.22630310058594]",6.0
Actual Ex. Rate,13,//Document/Table[11]/TR[21]/TH[5]/P[2],"[431.75999450683594, 482.9340057373047, 480.62120056152344, 489.49200439453125]",6.0
Price Date,13,//Document/Table[11]/TR[21]/TH[5]/P[3],"[447.6000061035156, 475.5231018066406, 480.3811492919922, 482.0811004638672]",6.0
Perf YTD,13,//Document/Table[11]/TR[21]/TH[6]/P,"[501.6000061035156, 490.6683044433594, 530.2199249267578, 497.22630310058594]",6.0
Perf Total,13,//Document/Table[11]/TR[21]/TH[7]/P,"[558.2400054931641, 490.6562957763672, 588.5401916503906, 497.21429443359375]",6.0
Perf Market,13,//Document/Table[11]/TR[21]/TH[7]/P[2],"[552.2400054931641, 482.99400329589844, 589.3562469482422, 489.552001953125]",6.0
Perf Currency,13,//Document/Table[11]/TR[21]/TH[7]/P[3],"[544.8000030517578, 475.43310546875, 589.7034454345703, 481.99110412597656]",6.0
Valuation in price currency,13,//Document/Table[11]/TR[21]/TH[8]/P,"[604.0800018310547, 490.6562957763672, 688.8913879394531, 497.21429443359375]",6.0
Thereof accruals,13,//Document/Table[11]/TR[21]/TH[8]/P[2],"[635.0399932861328, 482.9340057373047, 688.823486328125, 489.49200439453125]",6.0
Countervalue USD,13,//Document/Table[11]/TR[21]/TH[8]/P[3],"[630.2400054931641, 475.3730926513672, 688.6884460449219, 481.9311065673828]",6.0
in %,13,//Document/Table[11]/TR[21]/TH[9]/P,"[714.9600067138672, 490.6479034423828, 729.3000030517578, 497.26829528808594]",6.0
of assets,13,//Document/Table[11]/TR[21]/TH[9]/P[2],"[700.3200073242188, 482.9340057373047, 729.4682006835938, 489.49200439453125]",6.0
Structured products (Bonds),13,//Document/Table[11]/TR[22]/TD/P,"[36.0, 448.3760070800781, 141.3204345703125, 475.25599670410156]",8.0
USD,13,//Document/Table[11]/TR[23]/TD/P,"[36.24000549316406, 446.1600036621094, 54.68019104003906, 453.68800354003906]",8.0
100'000,13,//Document/Table[11]/TR[23]/TD[2]/P,"[89.27999877929688, 446.0959930419922, 117.20001220703125, 453.6239929199219]",8.0
"NATIXIS STRUC.NOTES 19-20.6.26 VRN ON 4,75%METLIFE",13,//Document/Table[11]/TR[23]/TD[3]/P,"[121.44000244140625, 436.4320068359375, 334.6739959716797, 463.31199645996094]",8.0
SRN,13,//Document/Table[11]/TR[23]/TD[3]/P[2],"[121.03199768066406, 427.8560028076172, 139.95191955566406, 454.7359924316406]",8.0
ISIN: XS1700087403 II Valorn.: 39877135,13,//Document/Table[11]/TR[23]/TD[3]/P[3]/Sub,"[121.99200439453125, 428.2799987792969, 267.508544921875, 435.9040069580078]",8.0
Structured Bonds II Maturity: 20.06.2026 II PRC: 5.00 Price to be verified,13,//Document/Table[11]/TR[23]/TD[3]/P[3]/Sub[2],"[120.72000122070312, 410.9440002441406, 311.68019104003906, 427.2640075683594]",8.0
21,13,//Document/Table[11]/TR[23]/TD[4]/P,"[334.5679931640625, 436.4320068359375, 344.9678955078125, 463.31199645996094]",8.0
91.0217,13,//Document/Table[11]/TR[23]/TD[4]/P[2],"[393.1199951171875, 446.1000061035156, 424.15989685058594, 453.6280059814453]",8.0
99.5545,13,//Document/Table[11]/TR[23]/TD[5]/P,"[452.1513977050781, 446.10479736328125, 481.0166320800781, 453.63279724121094]",8.0
30.05.2025,13,//Document/Table[11]/TR[23]/TD[5]/P[2],"[441.5993957519531, 429.0567932128906, 481.5997619628906, 436.5847930908203]",8.0
0.83%,13,//Document/Table[11]/TR[23]/TD[6]/P,"[507.5993957519531, 436.2568054199219, 531.1993713378906, 463.1367950439453]",8.0
9.37%,13,//Document/Table[11]/TR[23]/TD[7]/P,"[566.1593933105469, 436.2967987060547, 589.6397399902344, 463.1768035888672]",8.0
99'555,13,//Document/Table[11]/TR[23]/TD[8]/P,"[664.5914001464844, 446.0567932128906, 689.4517517089844, 453.5847930908203]",8.0
0.51%,13,//Document/Table[11]/TR[23]/TD[9]/P,"[707.0399932861328, 446.1163024902344, 731.9600372314453, 453.64430236816406]",8.0
USD,13,//Document/Table[11]/TR[28]/TD/P,"[36.24800109863281, 398.343994140625, 54.68818664550781, 405.8719940185547]",8.0
200'000,13,//Document/Table[11]/TR[28]/TD[2]/P,"[88.80799865722656, 398.343994140625, 117.56849670410156, 405.8719940185547]",8.0
NOVUS CAPITAL CREDIT LINKED NOTES 2023-27.09.2029,13,//Document/Table[11]/TR[28]/TD[3]/P,"[121.447998046875, 388.6159973144531, 331.78863525390625, 415.4960021972656]",8.0
ISIN: XS2594173093 II Valorn.: 125443809 Structured Bonds II Maturity: 27.09.2029 Days: 3 II PRC: 5.00,13,//Document/Table[11]/TR[28]/TD[3]/P[2],"[121.0, 372.2673034667969, 272.20787048339844, 397.2640075683594]",8.0
Price to be verified,13,//Document/Table[11]/TR[28]/TD[3]/P[3],"[121.44000244140625, 363.7633056640625, 185.60804748535156, 371.2913055419922]",8.0
99.0592,13,//Document/Table[11]/TR[28]/TD[4]/P,"[393.1199951171875, 398.3399963378906, 422.3604736328125, 405.8679962158203]",8.0
95.8300,13,//Document/Table[11]/TR[28]/TD[5]/P,"[451.9194030761719, 398.2727966308594, 481.5595397949219, 405.80079650878906]",8.0
30.05.2025,13,//Document/Table[11]/TR[28]/TD[5]/P[2],"[441.7834014892578, 381.2407989501953, 481.3433380126953, 388.768798828125]",8.0
-2.28%,13,//Document/Table[11]/TR[28]/TD[6]/P,"[504.9593963623047, 388.55279541015625, 530.6235809326172, 415.43280029296875]",8.0
-3.26%,13,//Document/Table[11]/TR[28]/TD[7]/P,"[563.7593994140625, 388.61680603027344, 589.4710693359375, 415.4967956542969]",8.0
191'753,13,//Document/Table[11]/TR[28]/TD[8]/P,"[660.9593963623047, 398.4008026123047, 689.3593597412109, 405.9288024902344]",8.0
0.99%,13,//Document/Table[11]/TR[28]/TD[9]/P,"[707.0399932861328, 398.3403015136719, 730.6399688720703, 405.86830139160156]",8.0
93,13,//Document/Table[11]/TR[29]/TD/P,"[678.7194061279297, 389.8968048095703, 689.3594207763672, 397.4248046875]",8.0
USD,13,//Document/Table[11]/TR[33]/TD/P,"[36.24800109863281, 351.4833068847656, 54.68818664550781, 359.0113067626953]",8.0
500'000,13,//Document/Table[11]/TR[33]/TD[2]/P,"[88.80799865722656, 351.41929626464844, 117.64784240722656, 358.9472961425781]",8.0
NOVUS CAPITAL STRUCT.NOTE 2021-12.01.28 VRN ON NATWEST GROUP,13,//Document/Table[11]/TR[33]/TD[3]/P,"[121.44000244140625, 333.03529357910156, 321.6800537109375, 368.7073059082031]",8.0
